final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
20660,content_bbcd67ca99b3,client_8722616204,45.19743135048329,random_forest,0.5980913833527961,0.1115787731363378,low,monitor,general_refresh_review,1,16,0,1,7.6,0.0,96,8,3178.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20661,content_51f774b3cd51,client_8722616204,45.197379732652834,random_forest,0.6051276845991773,0.0962553489166666,low,monitor,general_refresh_review,1,10,0,2,10.8,0.0,90,8,2682.0,down,LOW,keyword article,informational,31-90,0-30,2000-3500,low,striking
20662,content_af83147e9046,client_19581e27de,45.19605025059573,random_forest,0.4696300647265219,0.3912653074263039,low,monitor,page_one_decay_risk,0,190,0,35,7.4,0.0,441,22,0.0,up,LOW,keyword article,commercial,365+,0-30,unknown,low,page_1
20663,content_f2ae8c0e865b,client_f369cb89fc,45.19595409776752,random_forest,0.5532016780089826,0.2092818913503401,low,monitor,general_refresh_review,1,22,0,2,5.5,0.0,117,20,2753.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20664,content_3ca6b7126623,client_8527a891e2,45.19301887523632,random_forest,0.563266434324254,0.1872741866150794,low,monitor,general_refresh_review,0,22,0,2,29.0,0.0,91,20,3575.0,up,LOW,keyword article,informational,91-180,0-30,3500+,low,page_3_5
20665,content_7b203aad47ab,client_e29c9c180c,45.192910263332124,random_forest,0.4970342800035336,0.3314938894166666,low,monitor,general_refresh_review,0,35,0,1,86.2,0.0,230,104,4523.0,up,LOW,keyword article,informational,181-365,91-180,3500+,low,deep
20666,content_2e7e65ab8ea6,client_f369cb89fc,45.19266116569496,random_forest,0.5377164573125107,0.2428991236904762,low,monitor,general_refresh_review,1,48,1,3,3.1,2.08,126,20,2564.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20667,content_01c129ed7519,client_4e07408562,45.192158275782106,random_forest,0.3277840879067,0.7000193458392856,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,6185,17,29,12.5,0.27,545,25,2796.0,up,HIGH,keyword article,informational,365+,0-30,2000-3500,good,striking
20668,content_22067cf703f3,client_19581e27de,45.191024777447254,random_forest,0.4293490026844596,0.4788225493764173,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|ctr_review_candidate,1,742,2,10,19.0,0.27,441,22,0.0,down,LOW,keyword article,commercial,365+,0-30,unknown,moderate,striking
20669,content_34c63365dcb2,client_98a3ab7c34,45.189101140554826,random_forest,0.6109559041724129,0.0833066471179138,low,monitor,general_refresh_review,1,13,0,1,15.4,0.0,91,1,3079.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
20670,content_f2ac0b4ca7b0,client_4e07408562,45.183685123290765,random_forest,0.3071918612691217,0.7445961367077664,low,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,9035,25,24,7.9,0.28,537,25,3020.0,up,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_1
20671,content_167cb3631905,client_8527a891e2,45.1816534778028,random_forest,0.4536905201121464,0.4255264327916666,low,monitor,general_refresh_review,0,369,0,1,67.2,0.0,271,104,1781.0,up,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,deep
20672,content_686120fa43df,client_19581e27de,45.17848154344887,random_forest,0.4037081345327908,0.5342663418367347,low,refresh,declining_with_demand,1,1637,3,1,25.1,0.18,417,22,0.0,down,HIGH,keyword article,transactional,365+,0-30,unknown,moderate,page_3_5
20673,content_04a4daa3e7e0,client_d029fa3a95,45.17768546678645,random_forest,0.5523551702717238,0.2105568997142857,low,monitor,general_refresh_review,0,69,0,4,40.4,0.0,203,20,3363.0,stable,LOW,comparison article,informational,181-365,0-30,2000-3500,low,page_3_5
20674,content_2278af03fbbf,client_8527a891e2,45.174802315251775,random_forest,0.4512646038403806,0.4305958355555556,low,monitor,general_refresh_review,0,825,0,2,56.2,0.0,238,92,1630.0,up,LOW,keyword article,informational,181-365,91-180,1000-2000,moderate,deep
20675,content_5405d1646250,client_d029fa3a95,45.17308034051712,random_forest,0.5411427470418064,0.2348291307301587,low,monitor,page_one_decay_risk,1,44,0,4,3.6,0.0,221,20,4013.0,down,LOW,comparison article,informational,181-365,0-30,3500+,low,page_1
20676,content_47a0b1d6fe94,client_e629fa6598,45.171839421208304,random_forest,0.4544755096208473,0.4235117950396825,low,monitor,general_refresh_review,0,390,2,5,18.5,0.51,502,22,0.0,up,LOW,keyword article,commercial,365+,0-30,unknown,moderate,striking
20677,content_8315a6b19a85,client_19581e27de,45.170365695423875,random_forest,0.3346261657644236,0.684442539314059,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,3829,50,113,5.6,1.31,445,22,0.0,stable,LOW,keyword article,transactional,365+,0-30,unknown,good,page_1
20678,content_c7a9e08bd998,client_e629fa6598,45.16905926348943,random_forest,0.489157649451462,0.3479036078798186,low,monitor,page_one_decay_risk,0,96,0,6,9.5,0.0,460,22,0.0,flat,LOW,keyword article,informational,365+,0-30,unknown,low,page_1
20679,content_e4d33e5e54a6,client_4e07408562,45.1689575865945,random_forest,0.3497743724787346,0.6514129294217688,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,27047,137,175,6.0,0.51,230,14,2956.0,stable,LOW,keyword article,informational,181-365,0-30,2000-3500,good,page_1
20680,content_1e0d9b838815,client_19581e27de,45.16767506165602,random_forest,0.4879248899944553,0.3505449300170068,low,refresh,declining_with_demand,1,122,0,3,16.2,0.0,441,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,striking
20681,content_508d030c8162,client_4e07408562,45.165798504010525,random_forest,0.3783449484778394,0.589101121750567,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,1,8074,13,13,7.0,0.16,445,14,2605.0,down,LOW,keyword article,transactional,365+,0-30,2000-3500,good,page_1
20682,content_b7ab61937a1c,client_f369cb89fc,45.163479007157775,random_forest,0.5532783699956871,0.2081046663259637,low,monitor,general_refresh_review,1,23,0,1,7.0,0.0,138,20,3235.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20683,content_aa5080ba4e71,client_19581e27de,45.16292289481196,random_forest,0.4274184970803872,0.4821521152777778,low,refresh,declining_with_demand,1,811,1,4,50.9,0.12,236,104,0.0,down,LOW,keyword article,informational,181-365,91-180,unknown,moderate,deep
20684,content_fadc1b872839,client_f369cb89fc,45.162140301769305,random_forest,0.541441511287475,0.2338382406111111,low,monitor,page_one_decay_risk,1,43,4,3,5.9,9.3,187,20,2879.0,down,MEDIUM,keyword article,transactional,181-365,0-30,2000-3500,low,page_1
20685,content_d4e45346a71c,client_19581e27de,45.1604156284617,random_forest,0.4180330591347058,0.502511274659864,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|ctr_review_candidate,1,819,2,23,13.7,0.24,441,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
20686,content_3ec5142fa1c8,client_19581e27de,45.158460231729215,random_forest,0.4481779332351431,0.4368088157879818,low,monitor,general_refresh_review,0,209,0,28,29.5,0.0,236,104,0.0,up,LOW,keyword article,informational,181-365,91-180,unknown,low,page_3_5
20687,content_5fe13e4a7173,client_6208ef0f77,45.15714452894912,random_forest,0.4508680068644261,0.4309101477806122,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,3978,31,577,24.4,0.78,104,8,3347.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_3_5
20688,content_9de214703fa7,client_19581e27de,45.15478229805774,random_forest,0.4155448063318014,0.5077543015873016,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,948,2,8,17.0,0.21,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
20689,content_5a7772f64520,client_d4735e3a26,45.15462885075807,random_forest,0.4873880445487203,0.3513080942040816,low,expand_and_refresh,declining_with_demand|thin_visible_page|page_one_decay_risk,1,293,2,3,3.6,0.68,290,20,953.0,down,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
20690,content_48724397d104,client_d4735e3a26,45.15391861741224,random_forest,0.4492238394924968,0.4343900352420635,low,monitor,page_one_decay_risk,1,38,2,2,2.5,5.26,305,211,770.0,down,unknown,keyword article,unknown,181-365,181+,<1000,low,top_3
20691,content_f987444c112a,client_19581e27de,45.148561274417155,random_forest,0.4986613481039424,0.3265712907312925,low,monitor,page_one_decay_risk,1,60,0,9,8.4,0.0,482,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,page_1
20692,content_3ba067469805,client_19581e27de,45.147883010060966,random_forest,0.4073048483104816,0.5254825083900228,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,1030,3,15,13.5,0.29,441,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
20693,content_0474319403e9,client_4e07408562,45.1449020700463,random_forest,0.4104851912787833,0.5184644582128685,low,monitor,general_refresh_review,0,5010,7,23,28.9,0.14,421,20,2928.0,stable,LOW,keyword article,commercial,365+,0-30,2000-3500,good,page_3_5
20694,content_f305ff772dd8,client_e629fa6598,45.14442363491936,random_forest,0.5384942558615914,0.2397048787698412,low,monitor,page_one_decay_risk,1,46,0,1,7.8,0.0,460,20,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,page_1
20695,content_5dbb5efbc4cd,client_8527a891e2,45.14147724222878,random_forest,0.4997739661670761,0.3239281538815192,low,monitor,general_refresh_review,0,7,0,10,10.7,0.0,273,104,1397.0,flat,LOW,keyword article,commercial,181-365,91-180,1000-2000,low,striking
20696,content_221bbee82734,client_4e07408562,45.1371043296002,random_forest,0.3973668302813885,0.546787627670068,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,5276,31,43,8.4,0.59,326,14,2695.0,stable,LOW,keyword article,informational,181-365,0-30,2000-3500,good,page_1
20697,content_a635b9ffea7b,client_a88a7902cb,45.136361671785835,random_forest,0.5723787427259923,0.1656693070419501,low,monitor,general_refresh_review,1,13,0,1,40.8,0.0,90,20,2966.0,down,LOW,keyword article,transactional,31-90,0-30,2000-3500,low,page_3_5
20698,content_316f4b2f98cc,client_8722616204,45.13279253418997,random_forest,0.5922021553474806,0.1223920305711451,low,monitor,general_refresh_review,1,20,0,2,4.2,0.0,98,8,2946.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20699,content_79a9d81c2403,client_f369cb89fc,45.12817495760997,random_forest,0.5540206655095876,0.2053900614444444,low,monitor,general_refresh_review,0,21,0,2,6.6,0.0,131,20,3121.0,stable,LOW,keyword article,transactional,91-180,0-30,2000-3500,low,page_1
20700,content_21ce9e7b97fe,client_d029fa3a95,45.12719258788421,random_forest,0.589687296574845,0.1276940315306122,low,monitor,general_refresh_review,1,28,0,1,10.3,0.0,116,8,3819.0,down,MEDIUM,keyword article,informational,91-180,0-30,3500+,low,striking
20701,content_74e5927a9ac1,client_4e07408562,45.125969720623395,random_forest,0.3381384617211544,0.6754133223265306,low,monitor,general_refresh_review,0,10424,14,34,25.3,0.13,537,25,3028.0,stable,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_3_5
20702,content_721a36a0da7a,client_8527a891e2,45.12559018814342,random_forest,0.553779028927015,0.205835828239229,low,monitor,general_refresh_review,1,27,0,2,15.9,0.0,120,20,3287.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
20703,content_afefb412c5bb,client_4ec9599fc2,45.125201870216856,random_forest,0.5448420368767419,0.2252843949178004,low,monitor,page_one_decay_risk,1,32,0,6,6.0,0.0,322,20,1295.0,down,unknown,feedly article,unknown,181-365,0-30,1000-2000,low,page_1
20704,content_3f0ec5aaeb3d,client_8b940be7fb,45.11739394492853,random_forest,0.3165581166898503,0.7221385868996599,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,26990,326,110,4.2,1.21,92,20,3065.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_1
20705,content_dd3e4df749a3,client_f369cb89fc,45.117282300974296,random_forest,0.5425918842493117,0.2299378298673469,low,monitor,general_refresh_review,1,34,0,3,2.1,0.0,126,20,2397.0,down,unknown,keyword article,unknown,91-180,0-30,2000-3500,low,top_3
20706,content_a1ea292cfd8c,client_9400f1b21c,45.11698094539083,random_forest,0.4978882252448877,0.3272724044217687,low,monitor,page_one_decay_risk,0,240,3,3,9.9,1.25,526,20,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,low,page_1
20707,content_b43d011aff4f,client_4e07408562,45.11695137477816,random_forest,0.3208372031232478,0.7128069431071429,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,14835,17,36,22.4,0.11,504,25,2747.0,stable,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_3_5
20708,content_b5f14869b57a,client_a88a7902cb,45.11514405478723,random_forest,0.5590203618536442,0.1940976676309524,low,monitor,general_refresh_review,0,132,0,11,11.1,0.0,95,8,3198.0,flat,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
20709,content_59ae69c1396f,client_4e07408562,45.11224962167444,random_forest,0.2819019122501606,0.7974437863945578,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,50865,59,53,28.4,0.12,445,104,0.0,stable,LOW,keyword article,informational,365+,91-180,unknown,excellent,page_3_5
20710,content_25b4d2c92abc,client_4ec9599fc2,45.10365278680762,random_forest,0.5229038107307182,0.2723853897653061,low,monitor,general_refresh_review,0,142,0,24,21.2,0.0,330,20,1466.0,new,unknown,feedly article,unknown,181-365,0-30,1000-2000,low,page_3_5
20711,content_8f9d4e7f20ec,client_4e07408562,45.101184021982895,random_forest,0.3950094695141064,0.5508034740340136,low,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,5569,23,27,8.4,0.41,347,14,2716.0,stable,LOW,keyword article,commercial,181-365,0-30,2000-3500,good,page_1
20712,content_5b700e6e534c,client_19581e27de,45.09675757404733,random_forest,0.4157495212173878,0.5055035115079365,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,812,1,19,12.2,0.12,463,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
20713,content_eb982d2b777a,client_2c624232cd,45.0964141397524,random_forest,0.5079460737572131,0.3047312637641723,low,refresh,declining_with_demand|page_one_decay_risk,1,481,0,4,9.6,0.0,438,11,2364.0,down,LOW,keyword article,informational,365+,0-30,2000-3500,moderate,page_1
20714,content_91c25eb9600e,client_98a3ab7c34,45.09633234645159,random_forest,0.5917321678732325,0.1222812540572562,low,monitor,general_refresh_review,1,30,0,1,5.3,0.0,125,1,2312.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20715,content_eda0e20d4956,client_f369cb89fc,45.09588417743156,random_forest,0.5522288076629349,0.2082874095314626,low,monitor,general_refresh_review,0,34,0,11,23.7,0.0,151,20,2580.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
20716,content_b4b29fc44835,client_d029fa3a95,45.0938477115732,random_forest,0.535015899744726,0.2457058334863945,low,monitor,general_refresh_review,0,80,0,4,16.1,0.0,221,20,3742.0,stable,LOW,comparison article,informational,181-365,0-30,3500+,low,striking
20717,content_c473347996ee,client_f369cb89fc,45.09372001213517,random_forest,0.5411084219885565,0.232435157877551,low,monitor,general_refresh_review,1,42,0,11,5.8,0.0,147,20,2997.0,down,HIGH,keyword article,transactional,91-180,0-30,2000-3500,low,page_1
20718,content_fcd9b1419e02,client_d029fa3a95,45.0909032048839,random_forest,0.5464028378793094,0.2208187378174603,low,monitor,general_refresh_review,1,43,0,7,16.0,0.0,221,20,4042.0,down,LOW,comparison article,informational,181-365,0-30,3500+,low,striking
20719,content_a818957b3a1f,client_4e07408562,45.090679148449084,random_forest,0.3046931495136751,0.7471439767301586,low,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,9847,22,20,9.0,0.22,537,25,2912.0,stable,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_1
20720,content_c575a1857678,client_d029fa3a95,45.08975890565998,random_forest,0.5392858351397957,0.2362806904399093,low,monitor,general_refresh_review,0,71,0,1,19.6,0.0,221,20,3843.0,stable,LOW,comparison article,informational,181-365,0-30,3500+,low,striking
20721,content_01b492d70d7a,client_98a3ab7c34,45.08906950067711,random_forest,0.6083968702631796,0.0857672887131519,low,monitor,general_refresh_review,1,16,0,1,21.2,0.0,91,1,2811.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
20722,content_4e2fe580b441,client_2c624232cd,45.08551052152636,random_forest,0.380089636971403,0.5828044208095239,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,9375,8,48,8.0,0.09,517,11,2761.0,down,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_1
20723,content_bede649d3b3e,client_4e07408562,45.08348486945674,random_forest,0.5071398602399708,0.3060846251133787,low,refresh,low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,0,821,2,4,18.2,0.24,537,7,2924.0,stable,MEDIUM,keyword article,informational,365+,0-30,2000-3500,moderate,striking
20724,content_46face064da9,client_19581e27de,45.08309667067084,random_forest,0.4446752644044814,0.4420916260770975,low,refresh,declining_with_demand,1,458,0,18,15.8,0.0,445,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
20725,content_534d72bd1ad5,client_0b918943df,45.08150465566516,random_forest,0.5508413526533347,0.2108613327619047,low,monitor,general_refresh_review,0,25,0,1,6.6,0.0,118,20,3772.0,up,unknown,feedly article,unknown,91-180,0-30,3500+,low,page_1
20726,content_dadb8369df59,client_434c9b5ae5,45.081211015642744,random_forest,0.5392523586255493,0.2360876816805555,low,monitor,general_refresh_review,0,53,0,5,13.6,0.0,113,20,2448.0,new,LOW,keyword article,commercial,91-180,0-30,2000-3500,low,striking
20727,content_2a1df05be9b1,client_a88a7902cb,45.08092414136755,random_forest,0.5179870987881413,0.2823846846666667,low,monitor,general_refresh_review,0,474,0,4,77.9,0.0,119,20,2892.0,up,LOW,keyword article,transactional,91-180,0-30,2000-3500,moderate,deep
20728,content_5cbcdc58b3d4,client_4e07408562,45.07771870149377,random_forest,0.5190067967721528,0.2800645389597506,low,refresh,low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,0,569,0,1,14.9,0.0,390,7,2999.0,stable,LOW,keyword article,informational,365+,0-30,2000-3500,moderate,striking
20729,content_d2cc2cd378a0,client_4e07408562,45.075232866074764,random_forest,0.3094416569100425,0.7363234196865079,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,8794,14,12,10.1,0.16,445,25,2847.0,up,LOW,keyword article,informational,365+,0-30,2000-3500,good,striking
20730,content_b97b7b452c00,client_19581e27de,45.07146886837497,random_forest,0.4757063954965919,0.3741584220238095,low,refresh,declining_with_demand,1,157,0,2,10.1,0.0,441,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,striking
20731,content_2d82d4f4442e,client_f369cb89fc,45.06637382388737,random_forest,0.5591827983495132,0.1922268263429705,low,monitor,general_refresh_review,0,33,0,2,37.9,0.0,131,20,2886.0,up,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
20732,content_000b07fd81c1,client_19581e27de,45.06425364634391,random_forest,0.4136348904684551,0.509097079563492,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|ctr_review_candidate,1,1027,2,17,19.2,0.19,441,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
20733,content_261dc1c0fb9c,client_4e07408562,45.06149511001621,random_forest,0.2820857292928598,0.795464661734694,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,20302,43,46,9.0,0.21,487,25,2466.0,up,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_1
20734,content_edba531929f4,client_d029fa3a95,45.06120381527019,random_forest,0.5442183907669866,0.2246515764274376,low,monitor,general_refresh_review,0,33,0,3,6.5,0.0,141,20,2338.0,stable,LOW,comparison article,informational,91-180,0-30,2000-3500,low,page_1
20735,content_13aae429e570,client_4ec9599fc2,45.06054608125155,random_forest,0.4123577103375248,0.5117628549603175,low,monitor,general_refresh_review,0,462,1,17,19.2,0.22,445,104,0.0,up,LOW,keyword article,informational,365+,91-180,unknown,moderate,striking
20736,content_fdab4c5e61d2,client_4e07408562,45.060221831612445,random_forest,0.364830795263886,0.6152444667800453,low,monitor,general_refresh_review,0,2206,6,4,31.6,0.27,420,104,0.0,stable,LOW,keyword article,transactional,365+,91-180,unknown,moderate,page_3_5
20737,content_39a5ca37722d,client_19581e27de,45.05905467826016,random_forest,0.4792065625637772,0.3661504958049886,low,refresh,declining_with_demand,1,149,0,3,13.0,0.0,419,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,striking
20738,content_b67e38e17c21,client_19581e27de,45.058563782755854,random_forest,0.4923415762029,0.3375332242063492,low,monitor,general_refresh_review,1,82,0,5,11.1,0.0,419,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,striking
20739,content_aa9a5ef1d884,client_f369cb89fc,45.057482841773,random_forest,0.5532433299826623,0.2048836708004535,low,monitor,general_refresh_review,1,19,0,1,5.7,0.0,117,20,2333.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20740,content_ee36185a4611,client_f369cb89fc,45.0560953377741,random_forest,0.5410867023584287,0.2313120362738095,low,monitor,general_refresh_review,1,38,1,1,4.9,2.63,126,20,2574.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20741,content_e449e8b781f9,client_19581e27de,45.05577662771714,random_forest,0.5015869599888986,0.3173143409297052,low,monitor,general_refresh_review,1,63,0,4,18.0,0.0,482,22,0.0,down,MEDIUM,keyword article,transactional,365+,0-30,unknown,low,striking
20742,content_1408a4a1648c,client_8527a891e2,45.05573125233403,random_forest,0.5591681462829515,0.1919276659027778,low,monitor,general_refresh_review,0,54,0,1,84.0,0.0,91,20,3504.0,new,LOW,keyword article,informational,91-180,0-30,3500+,low,deep
20743,content_8ee3d6eae306,client_4e07408562,45.05344403751193,random_forest,0.4794350257634919,0.3654784742304421,low,refresh,declining_with_demand,1,1319,2,1,23.8,0.15,487,13,2380.0,down,LOW,keyword article,informational,365+,0-30,2000-3500,moderate,page_3_5
20744,content_d83aae71922d,client_f369cb89fc,45.05078033456163,random_forest,0.5544424183520968,0.202064109872449,low,monitor,page_one_decay_risk,0,19,0,1,5.8,0.0,187,20,3399.0,stable,HIGH,keyword article,transactional,181-365,0-30,2000-3500,low,page_1
20745,content_1cc4c660d80f,client_4e07408562,45.05071904281672,random_forest,0.4062429355542889,0.5247723173741498,low,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,4045,6,15,6.9,0.15,537,14,2937.0,stable,unknown,keyword article,informational,365+,0-30,2000-3500,good,page_1
20746,content_ab35e4587599,client_bbb965ab0c,45.04925080155988,random_forest,0.3565677324245415,0.6328963227040817,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,16798,119,156,6.2,0.71,112,15,3036.0,stable,LOW,keyword article,commercial,91-180,0-30,2000-3500,good,page_1
20747,content_c2e6c0afe7b4,client_19581e27de,45.04923242844106,random_forest,0.4638530889066271,0.3992777318310658,low,refresh,declining_with_demand,1,287,0,3,18.8,0.0,417,22,0.0,down,LOW,keyword article,commercial,365+,0-30,unknown,low,striking
20748,content_ddfe12fa817b,client_f369cb89fc,45.04821184168512,random_forest,0.5185937419312016,0.2800460914444444,low,monitor,general_refresh_review,0,108,3,5,3.9,2.78,126,20,2741.0,up,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20749,content_405c5da29913,client_e629fa6598,45.04343975595153,random_forest,0.5243328577738978,0.2674004958049886,low,monitor,page_one_decay_risk,1,13,0,2,9.6,0.0,490,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,page_1
20750,content_71b38cb18504,client_4e07408562,45.04197104205472,random_forest,0.3528389931604928,0.6407893403333333,low,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,7488,24,18,6.6,0.32,390,20,3022.0,up,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_1
20751,content_807836f893a5,client_f369cb89fc,45.04103051996003,random_forest,0.5513985567500351,0.2083889421411565,low,monitor,page_one_decay_risk,1,22,0,2,6.5,0.0,180,20,2762.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
20752,content_9ab23d10f7d2,client_19581e27de,45.040515225491404,random_forest,0.4652858684330099,0.3958866268140589,low,monitor,general_refresh_review,0,219,1,12,10.6,0.46,466,22,0.0,up,MEDIUM,keyword article,informational,365+,0-30,unknown,low,striking
20753,content_8444759ee7bd,client_19581e27de,45.03327032039651,random_forest,0.3549857429228868,0.635844050167517,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,7001,11,36,8.1,0.16,482,20,2675.0,stable,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_1
20754,content_efc38750921d,client_8527a891e2,45.031528550619214,random_forest,0.4967792884927424,0.3270289300170068,low,monitor,general_refresh_review,1,10,0,3,16.0,0.0,309,104,3666.0,down,LOW,keyword article,informational,181-365,91-180,3500+,low,striking
20755,content_91e25df3e98d,client_19581e27de,45.02888279256178,random_forest,0.4694630661803382,0.3864287587301587,low,monitor,general_refresh_review,0,202,0,9,12.9,0.0,463,22,0.0,stable,HIGH,keyword article,commercial,365+,0-30,unknown,low,striking
20756,content_08f89e322728,client_a88a7902cb,45.02328673975594,random_forest,0.5602945485722539,0.1884656072471655,low,monitor,general_refresh_review,1,24,0,1,30.1,0.0,147,20,3985.0,down,LOW,keyword article,transactional,91-180,0-30,3500+,low,page_3_5
20757,content_af146a5ffacf,client_f74efabef1,45.02264925343841,random_forest,0.5739426166410572,0.1587265796527777,low,monitor,general_refresh_review,0,12,0,1,53.0,0.0,92,20,2414.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,low,deep
20758,content_07c3f1044f6f,client_19581e27de,45.02025352582356,random_forest,0.4128382304460949,0.5094630952380953,low,monitor,general_refresh_review,0,1070,1,5,20.4,0.09,482,22,0.0,stable,MEDIUM,keyword article,transactional,365+,0-30,unknown,moderate,page_3_5
20759,content_b4c32cbc78f6,client_4e07408562,45.01957033410707,random_forest,0.4068765535801458,0.5224236250127552,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,4744,17,20,12.6,0.36,348,14,2594.0,stable,LOW,keyword article,transactional,181-365,0-30,2000-3500,good,striking
20760,content_4f4532d3e566,client_4e07408562,45.0193196609457,random_forest,0.2910965221422971,0.7745313302244898,low,monitor,page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,0,13185,24,28,7.5,0.18,445,25,2810.0,up,LOW,keyword article,informational,365+,0-30,2000-3500,good,page_1
20761,content_81a91fe32bc2,client_e629fa6598,45.01762510606814,random_forest,0.3908513553626765,0.5572586032879818,low,monitor,general_refresh_review,0,1508,10,13,15.3,0.66,460,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
20762,content_a37363af5995,client_bbb965ab0c,45.015679203935946,random_forest,0.3781524407125252,0.5848504492857143,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,6862,63,70,5.2,0.92,131,15,2752.0,stable,HIGH,keyword article,informational,91-180,0-30,2000-3500,good,page_1
